,FpDensityMorgan1,EState_VSA7,LabuteASA,Drug_dose,NP_concentration,genus,NP_Synthesis,NP size_min,NP size_avg,"avg_Incub_period, h","growth_temp, C",ZOI_drug,ZOI_NP,ZOI_drug_NP
437,-0.758736377231659,1.88845381417723,0.37107814283314,10,34.2777533039648,18,7,5,18,36,37,9,22.81595486354,10
506,1.00698924290287,-0.818638596449434,-0.242275162030494,341.25974025974,34.2777533039648,0,13,1,4.7,36,37,32,46.5003359405465,2
179,0.675672073561956,-0.185040771708944,-0.514161278658118,10,10,16,3,5,13,252,37,11,20.2346274553394,20
22,0.675672073561956,-0.185040771708944,-0.514161278658118,20,42.3,18,10,14.45,15,36,37,25,22.295081370608,38
232,0.852374563877112,-0.818638596449434,-0.123399182153417,500,30,14,9,8,13.5,48,37,18,27.0860174921429,18
344,-0.384542868328977,0.448557053031545,-0.628420551718767,2.5,100,15,5,5,21,48,37,0,16.5160617843168,13
307,0.852374563877112,-0.818638596449434,-0.123399182153417,500,30,7,9,8,13.5,36,37,13,27.0860174921429,15
450,-1.44475781021991,-0.818638596449434,-0.259422571742581,500,30,8,9,8,13.5,48,30,7,27.0860174921429,9
36,0.675672073561956,-0.185040771708944,-0.514161278658118,500,30,2,9,8,13.5,7.08,30,20,27.0860174921429,34
356,1.11223116728175,0.62765200195686,-0.76670877611861,500,30,15,9,8,13.5,36,30,7,27.0860174921429,13
274,-0.758736377231659,1.88845381417723,0.37107814283314,10,10,6,3,5,13,84,37,13,20.2346274553394,16
259,-0.480926044864516,0.640596291022092,-0.228102011618767,500,30,18,9,8,13.5,36,37,17,27.0860174921429,17
188,1.84190850964198,-0.818638596449434,-0.641251467378057,341.25974025974,100,10,5,5,21,288,30,18,16.5160617843168,20
37,-0.293667301881183,-0.095493297246287,-0.156249481403691,341.25974025974,34.2777533039648,15,6,5,60,48,37,22,15.9664200615882,34
492,-0.480926044864516,0.640596291022092,-0.228102011618767,20,20,18,8,10,44.45,36,37,0.46,26.8255592008775,4.8
105,0.728682820656503,-0.818638596449434,-0.620656257682895,500,30,15,9,8,13.5,36,30,23,27.0860174921429,25
56,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,18,0,20,30,36,37,500,36.5534893771632,31.25
62,0.931586025052871,-0.095493297246287,-0.334618134981772,341.25974025974,34.2777533039648,15,6,5,60,48,37,23,15.9664200615882,30
472,0.594117078031885,1.15236422590885,-0.483209510468555,341.25974025974,34.2777533039648,20,11,10,20,60,30,8,24.295554982043,8
432,-0.480926044864516,0.640596291022092,-0.228102011618767,10,10,18,2,14,28,36,37,7,16.0986355451017,10
200,-0.758736377231659,1.88845381417723,0.37107814283314,500,30,20,9,8,13.5,16,30,20,27.0860174921429,20
203,0.54314520582559,2.34935052725301,-0.273742138912218,500,30,17,9,8,13.5,0,30,20,27.0860174921429,20
300,1.45688308337633,-0.818638596449434,-0.675053158025338,500,30,8,9,8,13.5,48,30,7,27.0860174921429,15
156,1.84190850964198,-0.818638596449434,-0.641251467378057,341.25974025974,100,6,5,5,21,84,37,20,16.5160617843168,22
442,0.0973730143487204,-0.818638596449434,-0.267085741330514,500,30,14,9,8,13.5,48,37,10,27.0860174921429,10
451,1.11223116728175,0.62765200195686,-0.76670877611861,500,30,14,9,8,13.5,48,37,7,27.0860174921429,9
393,0.633263475886319,-0.818638596449434,-0.487714403129384,500,30,6,9,8,13.5,84,37,12,27.0860174921429,12
339,1.45688308337633,-0.818638596449434,-0.675053158025338,500,30,16,9,8,13.5,252,37,14,27.0860174921429,14
498,-2.67618758744727,-0.818638596449434,3.92361102795274,341.25974025974,34.2777533039648,16,1,4,8,42,37,4,28.4644124227157,2
219,1.60336014771652,-0.818638596449434,-1.04645124602068,50,42.3,18,10,14.45,15,36,37,0,22.295081370608,18
358,0.54314520582559,2.34935052725301,-0.273742138912218,500,30,0,9,8,13.5,36,37,7,27.0860174921429,13
523,0.931586025052871,-0.095493297246287,-0.334618134981772,341.25974025974,34.2777533039648,6,6,5,60,84,37,0.3125,6.58584153707676,0.5
238,-0.0311378876986656,-0.818638596449434,-0.140354140069475,500,30,14,9,8,13.5,48,37,18,27.0860174921429,18
496,1.84190850964198,-0.818638596449434,-0.641251467378057,341.25974025974,34.2777533039648,8,13,1,4.7,48,37,16,46.5003359405465,4
186,0.112432885682398,-0.818638596449434,-0.297319728911649,500,30,16,9,8,13.5,252,37,17,27.0860174921429,20
426,0.728682820656503,-0.818638596449434,-0.620656257682895,500,30,18,9,8,13.5,36,37,7,27.0860174921429,10
46,0.675672073561956,-0.185040771708944,-0.514161278658118,20,42.3,6,10,14.45,15,84,37,30,22.295081370608,32
163,-0.702607350896257,-0.818638596449434,-0.0465071636550853,500,30,8,9,8,13.5,48,30,22,27.0860174921429,22
42,-0.568041608271639,4.58260193573866,0.415006576423329,15,42.3,16,10,14.45,15,42,37,20,22.295081370608,32
204,-0.0311378876986656,-0.818638596449434,-0.140354140069475,500,30,20,9,8,13.5,16,30,20,27.0860174921429,20
18,0.633263475886319,-0.818638596449434,-0.487714403129384,500,30,12,9,8,13.5,36,30,40,27.0860174921429,40
72,-0.480926044864516,0.640596291022092,-0.228102011618767,10,42.3,16,10,14.45,15,42,37,17,22.295081370608,28
379,0.633263475886319,-0.818638596449434,-0.487714403129384,500,30,15,9,8,13.5,48,37,7,27.0860174921429,12
5,-0.480926044864516,0.640596291022092,-0.228102011618767,10,100,10,5,5,21,288,30,0,16.5160617843168,18
208,0.675672073561956,-0.185040771708944,-0.514161278658118,10,10,18,3,5,13,36,37,11,20.2346274553394,19
69,0.410618338089223,0.170137137266001,-0.547687638109146,10,100,18,5,5,21,36,37,28,16.5160617843168,29
517,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,18,0,20,30,36,37,125,36.5534893771632,0.97
194,0.633263475886319,-0.818638596449434,-0.487714403129384,500,30,17,9,8,13.5,0,30,20,27.0860174921429,20
71,1.09975805031833,-0.818638596449434,-0.32939360576692,5,10,18,4,5,22.5,36,37,29,16.6084245622039,29
368,0.0973730143487204,-0.818638596449434,-0.267085741330514,500,30,8,9,8,13.5,48,30,13,27.0860174921429,13
332,1.11223116728175,0.62765200195686,-0.76670877611861,500,30,17,9,8,13.5,0,30,9,27.0860174921429,14
530,-1.29779732322513,0.62765200195686,1.91690750908698,341.25974025974,34.2777533039648,15,6,5,60,48,37,0.3125,6.58584153707676,0.3
342,-2.66180928197637,-0.818638596449434,4.14563247948162,500,30,15,9,8,13.5,48,37,14,27.0860174921429,14
268,0.54314520582559,2.34935052725301,-0.273742138912218,500,30,8,9,8,13.5,48,30,7,27.0860174921429,16
91,-0.861639592179897,-0.818638596449434,-0.0389578099721663,500,30,12,9,8,13.5,36,30,20,27.0860174921429,26
215,-1.29779732322513,0.62765200195686,1.91690750908698,500,30,6,9,8,13.5,84,37,18,27.0860174921429,19
396,-1.44475781021991,-0.818638596449434,-0.259422571742581,5,25,2,14,31,45.26,10,30,14.5454545454545,24.1996088835957,11.67
120,0.112432885682398,-0.818638596449434,-0.297319728911649,25,10,18,4,5,22.5,36,37,25,16.6084245622039,25
172,0.728682820656503,-0.818638596449434,-0.620656257682895,500,30,20,9,8,13.5,16,30,21,27.0860174921429,21
493,1.84190850964198,-0.818638596449434,-0.641251467378057,341.25974025974,34.2777533039648,6,13,1,4.7,84,37,8,46.5003359405465,4
126,-0.480926044864516,0.640596291022092,-0.228102011618767,10,100,16,5,5,21,24,37,21,16.5160617843168,24
316,-0.0311378876986656,-0.818638596449434,-0.140354140069475,500,30,18,9,8,13.5,36,37,15,27.0860174921429,15
398,-0.546270571329289,-0.0825490081810548,0.593497807621094,5,25,17,14,31,45.26,7,30,17.1428571428571,24.1996088835957,11.45
110,1.05187737552326,-0.818638596449434,-0.167088570209287,500,30,17,9,8,13.5,0,30,25,27.0860174921429,25
87,0.675672073561956,-0.185040771708944,-0.514161278658118,500,30,17,9,8,13.5,0,30,27,27.0860174921429,27
162,-1.44475781021991,-0.818638596449434,-0.259422571742581,500,30,7,9,8,13.5,36,37,22,27.0860174921429,22
359,0.54314520582559,2.34935052725301,-0.273742138912218,500,30,15,9,8,13.5,48,37,7,27.0860174921429,13
32,0.000989837813180335,-0.818638596449434,-0.270872853382916,30,42.3,16,10,14.45,15,42,37,20,22.295081370608,35
265,-0.480926044864516,0.640596291022092,-0.228102011618767,10,100,0,5,5,21,36,37,0,16.5160617843168,16
47,-0.293667301881183,-0.095493297246287,-0.156249481403691,341.25974025974,34.2777533039648,18,6,5,60,36,37,31,15.9664200615882,32
258,-0.480926044864516,0.640596291022092,-0.228102011618767,500,30,6,9,8,13.5,84,37,17,27.0860174921429,17
527,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,18,1,4,8,36,37,4,28.4644124227157,0.5
199,0.0973730143487204,-0.818638596449434,-0.267085741330514,500,30,17,9,8,13.5,0,30,20,27.0860174921429,20
338,0.852374563877112,-0.818638596449434,-0.123399182153417,500,30,2,9,8,13.5,7.08,30,14,27.0860174921429,14
542,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,18,1,15,28,36,37,4,17.2671288605694,0.25
546,0.54314520582559,2.34935052725301,-0.273742138912218,341.25974025974,34.2777533039648,18,1,4,8,36,37,1,28.4644124227157,0.125
109,-1.29779732322513,0.62765200195686,1.91690750908698,500,30,12,9,8,13.5,36,30,24,27.0860174921429,25
441,0.728682820656503,-0.818638596449434,-0.620656257682895,500,30,0,9,8,13.5,36,37,10,27.0860174921429,10
25,-0.702607350896257,-0.818638596449434,-0.0465071636550853,500,30,2,9,8,13.5,7.08,30,26,27.0860174921429,37
422,-0.758736377231659,1.88845381417723,0.37107814283314,15,10,20,2,14,28,60,30,0,16.0986355451017,10
389,0.633263475886319,-0.818638596449434,-0.487714403129384,10,10,6,4,5,22.5,84,37,10,16.6084245622039,12
1,0.54314520582559,2.34935052725301,-0.273742138912218,341.25974025974,34.2777533039648,6,1,4,8,84,37,32,28.4644124227157,32
161,0.728682820656503,-0.818638596449434,-0.620656257682895,500,30,17,9,8,13.5,0,30,22,27.0860174921429,22
360,-0.384542868328977,0.448557053031545,-0.628420551718767,500,30,7,9,8,13.5,36,37,7,27.0860174921429,13
529,-0.480926044864516,0.640596291022092,-0.228102011618767,341.25974025974,34.2777533039648,6,6,5,60,84,37,0.3125,6.58584153707676,0.3
74,1.05187737552326,-0.818638596449434,-0.167088570209287,40,42.3,16,10,14.45,15,42,37,21,22.295081370608,28
400,-0.758736377231659,1.88845381417723,0.37107814283314,500,30,8,9,8,13.5,48,30,7,27.0860174921429,11
536,0.633263475886319,-0.818638596449434,-0.487714403129384,341.25974025974,34.2777533039648,19,1,15,28,36,37,0.25,17.2671288605694,0.25
475,1.00698924290287,-0.818638596449434,-0.242275162030494,341.25974025974,34.2777533039648,14,13,1,4.7,48,37,64,46.5003359405465,8
107,0.732980989339845,-0.185040771708944,-0.10023571357588,500,30,17,9,8,13.5,0,30,24,27.0860174921429,25
261,-0.0311378876986656,-0.818638596449434,-0.140354140069475,500,30,7,9,8,13.5,36,37,17,27.0860174921429,17
518,0.112432885682398,-0.818638596449434,-0.297319728911649,341.25974025974,34.2777533039648,15,6,5,60,48,37,1.25,6.58584153707676,0.8
